#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2023 05 19 05 02 00 2 5658.928
2023 05 19 05 01 00 2 5658.939
2023 05 19 05 00 00 2 5658.955
2023 05 19 04 59 00 2 5658.972
2023 05 19 04 58 00 2 5658.985
2023 05 19 04 57 00 2 5658.997
2023 05 19 04 56 00 2 5659.009
2023 05 19 04 55 00 2 5659.022
2023 05 19 04 54 00 2 5659.032
2023 05 19 04 53 00 2 5659.045
2023 05 19 04 52 00 2 5659.055
2023 05 19 04 51 00 2 5659.069
2023 05 19 04 50 00 2 5659.080
2023 05 19 04 49 00 2 5659.091
2023 05 19 04 48 00 2 5659.102
2023 05 19 04 47 00 2 5659.112
2023 05 19 04 46 00 2 5659.120
2023 05 19 04 45 00 2 5659.128
2023 05 19 04 44 00 2 5659.142
2023 05 19 04 43 00 2 5659.159
2023 05 19 04 42 00 2 5659.174
2023 05 19 04 41 00 2 5659.183
2023 05 19 04 40 00 2 5659.196
2023 05 19 04 39 00 2 5659.207
2023 05 19 04 38 00 2 5659.211
2023 05 19 04 37 00 2 5659.221
2023 05 19 04 36 00 2 5659.235
2023 05 19 04 35 00 2 5659.251
2023 05 19 04 34 00 2 5659.265
2023 05 19 04 33 00 2 5659.276
2023 05 19 04 32 00 2 5659.287
2023 05 19 04 31 00 2 5659.297
2023 05 19 04 30 00 2 5659.305
2023 05 19 04 29 00 2 5659.311
2023 05 19 04 28 00 2 5659.324
2023 05 19 04 27 00 2 5659.344
2023 05 19 04 26 00 2 5659.356
2023 05 19 04 25 00 2 5659.365
2023 05 19 04 24 00 2 5659.377
2023 05 19 04 23 00 2 5659.387
2023 05 19 04 22 00 2 5659.393
2023 05 19 04 21 00 2 5659.399
2023 05 19 04 20 00 2 5659.413
2023 05 19 04 19 00 2 5659.432
2023 05 19 04 18 00 2 5659.441
2023 05 19 04 17 00 2 5659.455
2023 05 19 04 16 00 2 5659.464
2023 05 19 04 15 00 2 5659.474
2023 05 19 04 14 00 2 5659.480
2023 05 19 04 13 00 2 5659.488
2023 05 19 04 12 00 2 5659.499
2023 05 19 04 11 00 2 5659.518
2023 05 19 04 10 00 2 5659.529
2023 05 19 04 09 00 2 5659.533
2023 05 19 04 08 00 2 5659.545
2023 05 19 04 07 00 2 5659.559
2023 05 19 04 06 00 2 5659.566
2023 05 19 04 05 00 2 5659.571
2023 05 19 04 04 00 2 5659.582
2023 05 19 04 03 00 2 5659.598
2023 05 19 04 02 00 2 5659.606
2023 05 19 04 01 00 2 5659.623
2023 05 19 04 00 00 2 5659.633
2023 05 19 03 59 00 2 5659.641
2023 05 19 03 58 00 2 5659.648
2023 05 19 03 57 00 2 5659.649
2023 05 19 03 56 00 2 5659.666
2023 05 19 03 55 00 2 5659.679
2023 05 19 03 54 00 2 5659.697
2023 05 19 03 53 00 2 5659.698
2023 05 19 03 52 00 2 5659.714
2023 05 19 03 51 00 2 5659.716
2023 05 19 03 50 00 2 5659.727
2023 05 19 03 49 00 2 5659.725
2023 05 19 03 48 00 2 5659.744
2023 05 19 03 47 00 2 5659.756
2023 05 19 03 46 00 2 5659.772
2023 05 19 03 45 00 2 5659.774
2023 05 19 03 44 00 2 5659.784
2023 05 19 03 43 00 2 5659.799
2023 05 19 03 42 00 2 5659.801
2023 05 19 03 41 00 2 5659.799
2023 05 19 03 40 00 2 5659.815
2023 05 19 03 39 00 2 5659.829
2023 05 19 03 38 00 2 5659.841
2023 05 19 03 37 00 2 5659.835
2023 05 19 03 36 00 2 5659.850
2023 05 19 03 35 00 2 5659.859
2023 05 19 03 34 45 3 5659.841
2023 05 19 03 34 30 3 5659.869
2023 05 19 03 34 15 3 5659.875
2023 05 19 03 34 00 3 5659.870
2023 05 19 03 34 00 2 5659.864
2023 05 19 03 33 45 3 5659.859
2023 05 19 03 33 30 3 5659.884
2023 05 19 03 33 15 3 5659.907
2023 05 19 03 33 00 3 5659.874
2023 05 19 03 33 00 2 5659.881
2023 05 19 03 32 45 3 5659.839
2023 05 19 03 32 30 3 5659.899
2023 05 19 03 32 15 3 5659.962
2023 05 19 03 32 00 3 5659.915
2023 05 19 03 32 00 2 5659.904
2023 05 19 03 31 45 3 5659.861
2023 05 19 03 31 30 3 5659.866
2023 05 19 03 31 15 3 5659.920
2023 05 19 03 31 00 3 5659.932
2023 05 19 03 31 00 2 5659.895
2023 05 19 03 30 00 2 5659.903
2023 05 19 03 29 00 2 5659.917
2023 05 19 03 28 00 2 5659.938
2023 05 19 03 27 00 2 5659.930
2023 05 19 03 26 00 2 5659.944
2023 05 19 03 25 00 2 5659.951
2023 05 19 03 24 00 2 5659.962
2023 05 19 03 23 00 2 5659.967
2023 05 19 03 22 00 2 5659.976
2023 05 19 03 21 00 2 5659.984
2023 05 19 03 20 00 2 5659.992
2023 05 19 03 19 00 2 5659.998
2023 05 19 03 18 00 2 5660.007
2023 05 19 03 17 00 2 5660.015
2023 05 19 03 16 00 2 5660.022
2023 05 19 03 15 00 2 5660.031
2023 05 19 03 14 00 2 5660.038
2023 05 19 03 13 00 2 5660.045
2023 05 19 03 12 00 2 5660.052
2023 05 19 03 11 00 2 5660.059
2023 05 19 03 10 00 2 5660.064
2023 05 19 03 09 00 2 5660.070
2023 05 19 03 08 00 2 5660.075
2023 05 19 03 07 00 2 5660.085
2023 05 19 03 06 00 2 5660.090
2023 05 19 03 05 00 2 5660.095
2023 05 19 03 04 00 2 5660.106
2023 05 19 03 03 00 2 5660.110
2023 05 19 03 02 00 2 5660.116
2023 05 19 03 01 00 2 5660.126
2023 05 19 03 00 00 2 5660.133
2023 05 19 03 00 00 1 5660.135
2023 05 19 02 59 00 2 5660.139
2023 05 19 02 58 00 2 5660.146
2023 05 19 02 57 00 2 5660.152
2023 05 19 02 56 00 2 5660.157
2023 05 19 02 55 00 2 5660.164
2023 05 19 02 54 00 2 5660.169
2023 05 19 02 53 00 2 5660.175
2023 05 19 02 52 00 2 5660.181
2023 05 19 02 51 00 2 5660.187
2023 05 19 02 50 00 2 5660.193
2023 05 19 02 49 00 2 5660.198
2023 05 19 02 48 00 2 5660.203
2023 05 19 02 47 00 2 5660.208
2023 05 19 02 46 00 2 5660.213
2023 05 19 02 45 00 2 5660.218
2023 05 19 02 45 00 1 5660.220
2023 05 19 02 44 00 2 5660.223
2023 05 19 02 43 00 2 5660.229
2023 05 19 02 42 00 2 5660.233
2023 05 19 02 41 00 2 5660.238
2023 05 19 02 40 00 2 5660.242
2023 05 19 02 39 00 2 5660.247
2023 05 19 02 38 00 2 5660.252
2023 05 19 02 37 00 2 5660.256
2023 05 19 02 36 00 2 5660.260
2023 05 19 02 35 00 2 5660.265
2023 05 19 02 34 00 2 5660.268
2023 05 19 02 33 00 2 5660.273
2023 05 19 02 32 00 2 5660.277
2023 05 19 02 31 00 2 5660.281
2023 05 19 02 30 00 2 5660.285
2023 05 19 02 30 00 1 5660.286
2023 05 19 02 29 00 2 5660.288
2023 05 19 02 28 00 2 5660.293
2023 05 19 02 27 00 2 5660.296
2023 05 19 02 26 00 2 5660.300
2023 05 19 02 25 00 2 5660.303
2023 05 19 02 24 00 2 5660.306
2023 05 19 02 23 00 2 5660.310
2023 05 19 02 22 00 2 5660.313
2023 05 19 02 21 00 2 5660.316
2023 05 19 02 20 00 2 5660.320
2023 05 19 02 19 00 2 5660.323
2023 05 19 02 18 00 2 5660.326
2023 05 19 02 17 00 2 5660.328
2023 05 19 02 16 00 2 5660.331
2023 05 19 02 15 00 2 5660.333
2023 05 19 02 15 00 1 5660.334
2023 05 19 02 14 00 2 5660.336
2023 05 19 02 13 00 2 5660.337
2023 05 19 02 12 00 2 5660.340
2023 05 19 02 11 00 2 5660.342
2023 05 19 02 10 00 2 5660.343
2023 05 19 02 09 00 2 5660.344
2023 05 19 02 08 00 2 5660.345
2023 05 19 02 07 00 2 5660.349
2023 05 19 02 06 00 2 5660.349
2023 05 19 02 05 00 2 5660.349
2023 05 19 02 04 00 2 5660.354
2023 05 19 02 03 00 2 5660.353
2023 05 19 02 02 00 2 5660.353
2023 05 19 02 01 00 2 5660.360
2023 05 19 02 00 00 2 5660.361
2023 05 19 02 00 00 1 5660.362
2023 05 19 01 45 00 1 5660.369
2023 05 19 01 30 00 1 5660.357
2023 05 19 01 15 00 1 5660.327
2023 05 19 01 00 00 1 5660.275
2023 05 19 00 45 00 1 5660.204
2023 05 19 00 30 00 1 5660.117
2023 05 19 00 15 00 1 5660.015
2023 05 19 00 00 00 1 5659.899
